source_id,section_id,start_page,end_page,heading_path,segment_ids,candidate_slug,candidate_type,primary_domain,secondary_domains,stage,contexts,summary,key_concepts,key_actions,tools_materials,failure_modes,safety_boundaries,local_adaptation_signals,needs_split,needs_merge,confidence
src.fema.are-you-ready.2004,seg_000007,6,6,Table of Contents,seg_000007,preparedness.terrorism,module,preparedness,"",mapping,"","This module covers preparedness for terrorism-related incidents including explosions, biological threats, chemical threats, nuclear blasts, and radiological dispersion devices.",terrorism|explosions|biological threats|chemical threats,prepare for explosions|prepare for biological threats|prepare for chemical threats,"","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000007,6,6,Table of Contents,seg_000007,preparedness.recovering-from-disaster,module,preparedness,"",mapping,"","This module provides guidance on recovering from disasters, including steps to take immediately after an event and longer-term recovery strategies.",disaster recovery,recover from disaster,"","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000008,8,8,Why Prepare,seg_000008,emergency.preparedness-importance,concept_note,emergency_management,"",concept,"","This section explains the importance of preparing for emergencies, highlighting the potential impacts of disasters and the benefits of being prepared.",importance of preparedness|disaster impacts|benefits of preparation,"","","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000009,8,8,There are real benefits to being prepared.,seg_000009,emergency-preparedness.benefits-of-preparation,concept_note,emergency-preparedness,"",concept,"","The benefits of being prepared for disasters include reduced fear, anxiety, and losses. Preparedness involves knowing evacuation routes, shelter locations, and basic medical care. It also includes measures like flood proofing and securing items to minimize disaster impact.",disaster preparedness|evacuation|shelter|basic medical care|disaster impact reduction,know evacuation routes|identify shelter locations|prepare for basic medical needs|implement flood proofing|secure items against earthquakes,"","","","",false,false,0.95
src.fema.are-you-ready.2004,seg_000010,8,8,The need to prepare is real.,seg_000010,emergency.preparedness-overview,concept_note,emergency,"",concept,"","An overview of the importance of being prepared for disasters, highlighting the need for self-sufficiency for at least three days.",disaster preparedness|self-sufficiency|local government response,prepare for severe weather|be self-sufficient for three days,"",lack of preparation|inability to be self-sufficient,"","",false,false,0.9
src.fema.are-you-ready.2004,seg_000011,8,8,Using this guide makes preparation practical.,seg_000011,emergency.preparation-guide-usage,reference_sheet,emergency,"",reference,"","Guidance on using the FEMA guide for practical disaster preparation, in conjunction with local emergency management and Red Cross information.",FEMA guide usage|disaster preparation,follow step-by-step advice|consult local emergency management,FEMA guide|local emergency instructions,not using the guide|ignoring local instructions,"","",false,false,0.85
src.fema.are-you-ready.2004,seg_000012,9,10,Using Are You Ready? to Prepare,seg_000012,emergency-preparedness.citizen-role,concept_note,emergency-preparedness,"",concept,"","This section outlines the role of citizens in the national emergency management system, emphasizing the importance of individual preparedness before, during, and after emergencies.",citizen responsibility|emergency management system|preparedness,know risks|develop plans|assemble disaster kit|volunteer,disaster supplies kit|insurance policies,lack of preparedness|inadequate response,"",community-specific risks|local volunteer opportunities,false,false,0.9
src.fema.are-you-ready.2004,seg_000012,9,10,Using Are You Ready? to Prepare,seg_000012,emergency-preparedness.local-community-role,concept_note,emergency-preparedness,"",concept,"","This section describes the responsibilities of local communities in emergency management, including hazard identification, emergency planning, and resource coordination.",local community responsibility|hazard identification|emergency planning,identify hazards|enforce building codes|coordinate emergency plans,emergency supplies|warning systems,insufficient resources|poor coordination,"",local hazard assessment|community resource availability,false,false,0.9
src.fema.are-you-ready.2004,seg_000012,9,10,Using Are You Ready? to Prepare,seg_000012,emergency-preparedness.state-and-federal-role,concept_note,emergency-preparedness,"",concept,"","This section outlines the roles of state and federal governments in supporting local emergency management efforts, including resource provision and coordination.",state support|federal support|resource provision,provide supplemental resources|coordinate plans|offer training programs,financial grants|educational materials,resource gaps|conflicting activities,"",state-specific programs|federal assistance availability,false,false,0.9
src.fema.are-you-ready.2004,seg_000013,10,11,Part 1: Basic Preparedness,seg_000013,preparedness.basic-preparedness,module,preparedness,"",planning,"","A module providing worksheets and guidance for developing a community-based emergency plan, including hazard identification, evacuation routes, communication strategies, and disaster supplies checklists.",community hazard identification|emergency communication|evacuation planning|disaster supplies kit,obtain community hazard information|develop family communication plan|create evacuation routes|assemble disaster supplies kit,worksheets|checklists,incomplete hazard identification|lack of communication plan,"",community-specific hazards|local evacuation routes,false,false,0.9
src.fema.are-you-ready.2004,seg_000014,11,11,Part 2: Natural Hazards,seg_000014,hazards.natural-hazards,reference_sheet,hazards,"",awareness,"","A reference sheet listing various natural hazards such as floods, hurricanes, and earthquakes, which should be considered in emergency planning.",natural hazards|emergency planning,"","","","","",false,false,0.8
src.fema.are-you-ready.2004,seg_000015,11,11,Part 3: Technological Hazards,seg_000015,hazards.technological-hazards,reference_sheet,hazards,"",awareness,"",A reference sheet listing technological hazards such as hazardous materials incidents and nuclear power plant emergencies for consideration in emergency planning.,technological hazards|emergency planning,"","","","","",false,false,0.8
src.fema.are-you-ready.2004,seg_000016,11,11,Part 4: Terrorism,seg_000016,hazards.terrorism,reference_sheet,hazards,"",awareness,"",A reference sheet listing terrorism-related hazards such as explosions and biological threats for consideration in emergency planning.,terrorism hazards|emergency planning,"","","","","",false,false,0.8
src.fema.are-you-ready.2004,seg_000017,11,11,Part 5: Recovering from Disaster,seg_000017,recovery.disaster-recovery,module,recovery,"",recovery,"","A module providing guidelines for health and safety, returning home, seeking disaster assistance, coping with disaster, and helping others after a disaster.",disaster recovery|health and safety|disaster assistance,follow health and safety guidelines|seek disaster assistance|support community recovery,"",inadequate recovery planning,"","",false,false,0.85
src.fema.are-you-ready.2004,seg_000018,12,12,References,seg_000018,emergency-management.reference-sources,reference_sheet,emergency-management,"",reference,"","A list of reference sources and publications from FEMA and other organizations like the American Red Cross, National Weather Service, CDC, and USGS, providing additional information on emergency preparedness topics.",reference sources|emergency preparedness,contact organizations for publications,FEMA publications|American Red Cross publications|National Weather Service resources|CDC resources|USGS resources,"","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000019,13,13,Disaster Public Education Web sites,seg_000019,disaster-preparedness.education-websites,reference_sheet,disaster-preparedness,public-education,reference,disaster-preparedness|public-education,A reference sheet listing government and non-government websites for disaster preparedness education.,disaster preparedness|public education|online resources,review websites|conduct searches,internet access,outdated links|incomplete information,"",availability of local websites,false,false,0.9
src.fema.are-you-ready.2004,seg_000020,14,14,1 Basic Preparedness,seg_000020,preparedness.basic-strategies,module,preparedness,"",concept,"","This module covers basic preparedness strategies applicable to all disasters, including planning, information gathering, and practice.",preparedness strategies|emergency planning|disaster supplies kit,Get informed about hazards|Develop an emergency plan|Collect disaster supplies|Identify community warning systems,disaster supplies kit,Incomplete emergency plan|Lack of practice,"",Community-specific evacuation routes|Local warning systems,false,false,0.9
src.fema.are-you-ready.2004,seg_000021,16,16,1.1,seg_000021,emergency-preparedness.basic-awareness,concept_note,emergency-preparedness,"",concept,"","An introduction to basic emergency preparedness awareness, focusing on the importance of being informed and ready for various types of emergencies.",emergency preparedness|awareness|information,stay informed|prepare emergency kits,emergency kit checklist,lack of information|unpreparedness,"",regional emergency types,false,false,0.9
src.fema.are-you-ready.2004,seg_000022,16,17,Getting Informed,seg_000022,emergency-preparedness.getting-informed,concept_note,emergency-preparedness,"",concept,"","Learn about the hazards that may strike your community, the risks you face from these hazards, and your community's plans for warning and evacuation.",community hazards|risk assessment|emergency plans,obtain information from local emergency management|record community hazard information,local emergency management office|American Red Cross,lack of information|incomplete risk assessment,"",community-specific hazards|local emergency protocols,false,false,0.9
src.fema.are-you-ready.2004,seg_000023,17,18,Hazards,seg_000023,emergency.hazard-assessment-worksheet,worksheet,emergency,"",assessment,"",A worksheet to record findings and suggestions for reducing family risk from various hazards and emergencies.,hazard assessment|risk reduction,consult local authorities|record risk levels|identify risk reduction strategies,hazard maps,incomplete risk assessment|failure to consult authorities,"",local hazard types|community resources,false,false,0.9
src.fema.are-you-ready.2004,seg_000024,19,19,Warning Systems and Signals,seg_000024,emergency.warning-systems,reference_sheet,emergency,"",concept,"",Overview of national and local emergency warning systems including the Emergency Alert System (EAS) and NOAA Weather Radio (NWR).,Emergency Alert System|NOAA Weather Radio,Check local radio and TV station participation in EAS|Determine availability of NOAA Weather Radio|Consult local authorities on community warning methods,NOAA weather radio receiver,Lack of awareness of local warning systems,"",Availability of NOAA Weather Radio|Participation of local stations in EAS,false,false,0.9
src.fema.are-you-ready.2004,seg_000025,20,20,Evacuating Yourself and Your Family,seg_000025,emergency.evacuating-family,skill_guide,emergency,"",planning,"","Guidance on evacuating yourself and your family during community evacuations, including understanding local warnings and planning ahead for different types of hazards.",community evacuation|local warnings|hazard awareness|emergency planning,monitor local media|respond to sirens or calls|plan evacuation routes|prepare emergency kits,emergency kit|communication devices,insufficient preparation time|lack of awareness of warnings,"",local warning systems|regional hazard types,false,false,0.9
src.fema.are-you-ready.2004,seg_000026,20,20,Evacuation: More Common than You Realize,seg_000026,emergency.evacuation-awareness,concept_note,emergency,"",concept,"","Evacuations occur frequently due to various emergencies like industrial accidents, fires, floods, and hurricanes. Understanding the frequency and causes of evacuations can help in preparedness.",evacuation frequency|emergency causes,ask local authorities about evacuation routes|record specific evacuation route directions,"","","",availability of local evacuation maps,false,false,0.9
src.fema.are-you-ready.2004,seg_000027,21,21,Evacuation Guidelines,seg_000027,emergency.evacuation-guidelines,reference_sheet,emergency,"",guideline,"","Guidelines for evacuation include maintaining a full tank of gas, making transportation arrangements, listening to local instructions, and securing your home. Additional steps if time permits include gathering supplies and notifying others of your plans.",evacuation preparation|emergency response,keep a full tank of gas|make transportation arrangements|listen to battery-powered radio|gather family and evacuate|follow evacuation routes,battery-powered radio|disaster supplies kit,running out of gas|taking blocked shortcuts,avoid flooded areas|stay away from downed power lines,"",false,false,0.95
src.fema.are-you-ready.2004,seg_000028,22,22,Community and Other Plans,seg_000028,emergency.community-planning,concept_note,emergency_preparedness,"",concept,"","Guidance on understanding and engaging with community disaster/emergency plans, including workplace and school plans.",community disaster plans|workplace emergency policies|school disaster procedures,Ask local officials about community plans|Inquire about workplace disaster policies|Discuss disaster procedures with schools,"",Lack of awareness of community plans|Inadequate workplace policies|Uninformed about school procedures,"",Community-specific hazards|Frequency of plan updates,false,false,0.9
src.fema.are-you-ready.2004,seg_000029,22,22,School Emergency Plans,seg_000029,emergency.school-emergency-plans,reference_sheet,emergency,"",concept,school|emergency preparedness,"Guidelines for understanding and engaging with school emergency plans, including communication, supplies, and shelter-in-place procedures.",school emergency plan|communication during crisis|shelter-in-place,ask about communication methods|inquire about supplies|understand shelter-in-place procedures,"",inadequate communication|insufficient supplies|locked access during emergencies,"",local media monitoring|following local emergency officials,false,false,0.9
src.fema.are-you-ready.2004,seg_000030,23,23,Workplace Plans,seg_000030,emergency.workplace-evacuation-plan,project_blueprint,emergency,"",planning,workplace|employer,"Guidelines for creating and maintaining a workplace building evacuation plan, including regular practice and securing HVAC systems.",building evacuation plan|HVAC security|emergency supplies,develop evacuation plan|practice evacuation|assess HVAC system|stock emergency supplies,evacuation plan template|HVAC assessment checklist|emergency supply list,inadequate evacuation practice|unsecured HVAC system|insufficient emergency supplies,"",regional HVAC standards|local emergency supply needs,false,false,0.9
src.fema.are-you-ready.2004,1.2,24,24,1.2,seg_000031,emergency.preparedness-basics,concept_note,emergency_management,"",concept,"","This section introduces the basics of emergency preparedness, emphasizing the importance of being informed and having a plan.",emergency preparedness|being informed|having a plan,"","","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000032,24,25,Emergency Planning and Checklists,seg_000032,emergency.family-disaster-plan,project_blueprint,emergency_preparedness,"",planning,"","A project blueprint for creating a family disaster plan, including escape routes, communication, utility management, and special needs considerations.",family disaster plan|emergency communication|utility shut-off|special needs,gather family members|review community emergency information|discuss emergency scenarios,"",lack of communication|incomplete plan,"",community-specific evacuation routes|local warning systems,false,false,0.9
src.fema.are-you-ready.2004,seg_000033,25,25,Escape Routes,seg_000033,safety.escape-routes,project_blueprint,safety,"",local deployment,home safety|emergency preparedness,"A project blueprint for creating and posting escape route plans in homes, including establishing meeting points for emergencies.",escape routes|emergency meeting points,draw floor plans|mark escape routes|post drawings at eye level,blank sheets of paper|writing tools,unclear escape routes|plans not visible to children,"",different home layouts|local meeting point options,false,false,0.95
src.fema.are-you-ready.2004,seg_000034,26,26,Family Communications,seg_000034,emergency.family-communications-plan,project_blueprint,emergency,"",planning,"",A project blueprint for creating a family communications plan to ensure contact during disasters.,family communication|disaster preparedness|contact card,Complete a contact card for each family member|Select an out-of-state contact|Distribute contact cards|Post family communications plan,contact card|family communications plan template,Inaccessible contact information|Outdated contact details,"",Cultural preferences for communication|Availability of communication tools,false,false,0.95
src.fema.are-you-ready.2004,seg_000035,26,27,Utility Shut-off and Safety,seg_000035,safety.utility-shutoff-procedures,skill_guide,safety,"",guidance,"",Guidance on shutting off utilities like natural gas and water during disasters to prevent hazards.,utility shut-off|natural gas safety|water conservation,contact local utility companies for shut-off procedures|practice shut-off procedures without turning off utilities|evacuate if gas leak is suspected|shut off water at main house valve,special tool for street valve,incorrect shut-off procedure|attempting to turn gas back on without professional help,do not attempt to turn gas back on yourself,modify shut-off procedures based on local utility company guidance,false,false,0.9
src.fema.are-you-ready.2004,seg_000036,27,28,Preparing to Shut Off Water,seg_000036,emergency.water-shutoff-preparation,skill_guide,emergency,"",preparation,"","Guide on preparing to shut off the water supply in an emergency, including locating and labeling the shut-off valve.",water shut-off valve|emergency preparedness,locate shut-off valve|ensure valve functionality|label valve|educate household members,valve tag,valve rusted open|valve partially closes,"","",false,false,0.9
src.fema.are-you-ready.2004,seg_000036,27,28,Preparing to Shut Off Water,seg_000036,emergency.electricity-shutoff-preparation,skill_guide,emergency,"",preparation,"",Guide on preparing to shut off electricity in an emergency to prevent ignition of leaking natural gas.,electricity shut-off|emergency preparedness,educate household members on electricity shut-off,"","",avoid sparks near gas leaks,"",false,false,0.85
src.fema.are-you-ready.2004,seg_000037,28,28,Preparing to Shut Off Electricity,seg_000037,safety.shut-off-electricity,skill_guide,safety,"",deployment,"",Guide on how to safely shut off electricity in a household by locating the circuit box and teaching responsible members to shut off circuits.,circuit box|main circuit breaker,Locate circuit box|Teach household members to shut off electricity,"",Not shutting off individual circuits before main breaker,Shut off individual circuits before main breaker,"",false,false,0.95
src.fema.are-you-ready.2004,seg_000038,28,28,Insurance and Vital Records,seg_000038,preparedness.insurance-review,skill_guide,preparedness,"",skills,"","Guide on obtaining and reviewing insurance policies to ensure adequate coverage for property, health, and life against possible hazards.",insurance|coverage|hazards,obtain insurance|review policies,insurance policy documents,inadequate coverage|expired policies,"",local insurance requirements,false,false,0.9
src.fema.are-you-ready.2004,seg_000039,28,29,Flood Insurance,seg_000039,insurance.flood-insurance,concept_note,insurance,"",concept,"",Discusses the importance of purchasing flood insurance for those in flood-prone areas to mitigate flood loss risks.,flood insurance|risk reduction|recovery,consider purchasing flood insurance,"","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000039,28,29,Inventory Home Possessions,seg_000039,preparedness.inventory-home-possessions,skill_guide,preparedness,"",skill,"","Guides on creating an inventory of personal property for insurance purposes, including taking photos or videos.",personal property inventory|insurance documentation,record personal property|take photos or videos,camera|Household and Personal Property Inventory Book,"","","",false,false,0.95
src.fema.are-you-ready.2004,seg_000039,28,29,Important Documents,seg_000039,preparedness.important-documents,skill_guide,preparedness,"",skill,"",Advises on storing important documents safely and making copies for a disaster supplies kit.,document safety|disaster preparedness,store documents in a safe place|make copies for disaster kit,safety deposit box,"","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000039,28,29,Money,seg_000039,preparedness.emergency-savings,concept_note,preparedness,"",concept,"",Recommends saving money in an emergency account and keeping cash or traveler's checks accessible for crises.,emergency savings|financial preparedness,save money in emergency account|keep cash accessible,"","","","",false,false,0.9
src.fema.are-you-ready.2004,seg_000040,29,29,Special Needs,seg_000040,emergency-preparedness.special-needs,reference_sheet,emergency-preparedness,"",concept,"","Guidance on additional steps for individuals with special needs during emergencies, including hearing and mobility impairments, language barriers, and dietary restrictions.",special needs|emergency preparedness|disability considerations,arrange for special warnings|plan for shelter assistance|seek community support|ensure transportation|prepare emergency food supply,"",lack of communication|inadequate transportation|insufficient food supply,"",community and cultural group involvement|language-specific resources,false,false,0.9
src.fema.are-you-ready.2004,seg_000041,29,30,Planning for Special Needs,seg_000041,emergency.special-needs-planning,skill_guide,emergency,"",planning,special needs|community assistance|emergency preparedness,"Guidance for individuals with special needs to prepare for emergencies, including community registration, creating support networks, and maintaining necessary supplies.",special needs|emergency preparedness|community assistance,Register with local emergency services|Create a support network|Discuss needs with employer|Prepare specialized items,escape chair|wheelchair batteries|oxygen|catheters|medication|service animal food,lack of registration with emergency services|inadequate support network|insufficient supply of specialized items,"",availability of community assistance|building management cooperation,false,false,0.9
src.fema.are-you-ready.2004,seg_000042,30,31,Caring for Animals,seg_000042,emergency-preparedness.caring-for-pets,skill_guide,emergency-preparedness,"",guidelines,disaster-preparation|pet-care,"Guidelines for preparing a disaster plan for pets, including identifying shelters, gathering supplies, ensuring proper ID and records, and preparing carriers.",pet disaster plan|shelter identification|pet supplies|veterinarian records,Identify shelters|Gather supplies|Ensure ID and records|Prepare carriers,pet carrier|leash|veterinary records,Lack of shelter options|Insufficient supplies|Missing ID or records,Pets not allowed in emergency shelters,Local shelter policies|Pet-friendly accommodations,false,false,0.9
src.fema.are-you-ready.2004,seg_000042,30,31,Caring for Animals,seg_000042,emergency-preparedness.caring-for-large-animals,skill_guide,emergency-preparedness,"",guidelines,disaster-preparation|large-animal-care,"Guidelines for preparing a disaster plan for large animals, including identification, evacuation routes, transport logistics, and destination preparation.",large animal disaster plan|evacuation routes|transport logistics,Ensure identification|Map evacuation routes|Prepare transport vehicles,vehicles|trailers|handling equipment,Inadequate transport|Unprepared destinations|Lack of identification,Handling large animals safely during transport,Availability of transport|Local evacuation routes,false,false,0.9
src.fema.are-you-ready.2004,seg_000043,31,31,Safety Skills,seg_000043,safety.first-aid-cpr-training,skill_guide,safety,"",initial,emergency preparedness|family safety,"Guidance on learning first aid and CPR, including taking classes and obtaining certification from the American Red Cross.",first aid|CPR|certification|good Samaritan law,take a first aid class|take a CPR class|obtain certification,first aid kit|CPR training materials,incorrect administration of first aid|lack of certification,ensure proper training before administering aid,availability of local Red Cross chapters,false,false,0.95
src.fema.are-you-ready.2004,seg_000043,31,31,Safety Skills,seg_000043,safety.fire-extinguisher-use,skill_guide,safety,"",initial,fire safety|home safety,Instruction on the proper use of a fire extinguisher as a critical safety skill for family members.,fire extinguisher|fire safety,learn how to use a fire extinguisher,fire extinguisher,incorrect use of fire extinguisher,ensure familiarity with fire extinguisher before use,availability of fire safety training,false,false,0.9
src.fema.are-you-ready.2004,seg_000044,31,31,Learn How to Use a Fire,seg_000044,safety.fire-extinguisher-use,skill_guide,safety,"",deployment,"","Guidance on ensuring everyone knows how to use a fire extinguisher and its location, recommending at least an ABC type.",fire extinguisher types|fire safety,learn fire extinguisher use|locate fire extinguisher,ABC type fire extinguisher,incorrect extinguisher type|unfamiliarity with use,"",availability of ABC type extinguishers,false,false,0.9
src.fema.are-you-ready.2004,1.3,32,32,1.3,seg_000045,emergency.preparedness-basics,concept_note,emergency_management,"",concept,"","This section introduces the basics of emergency preparedness, emphasizing the importance of being ready for various types of emergencies.",emergency preparedness|risk awareness|preparedness planning,identify potential emergencies|develop a family emergency plan|assemble an emergency supply kit,emergency supply kit,lack of preparedness|incomplete emergency plan,"",regional risk factors|community resources,false,false,0.9
src.fema.are-you-ready.2004,seg_000046,32,33,Assemble a Disaster Supplies Kit,seg_000046,emergency-preparedness.disaster-supplies-kit,project_blueprint,emergency-preparedness,"",concept,"",Guidelines for assembling a disaster supplies kit to ensure self-sufficiency for at least three days post-disaster.,self-sufficiency|emergency preparedness|basic needs,assemble supplies|prepare for evacuation,food|water|basic supplies,insufficient supplies|inability to evacuate,"",availability of supplies|local disaster risks,false,false,0.9
src.fema.are-you-ready.2004,seg_000047,33,33,Kit Locations,seg_000047,emergency.kit-locations,reference_sheet,emergency_preparedness,"",draft,home|work|vehicle,"Guidelines for preparing emergency supply kits for home, work, and vehicles, ensuring readiness for evacuation or sheltering.",emergency preparedness|supply kit|evacuation readiness,prepare supply kits|store kits in accessible locations|ensure all family members know kit locations,food|water|first aid supplies|flares|jumper cables|walking shoes,kit not accessible|insufficient supplies|lack of awareness of kit location,"",regional climate considerations|workplace policies,false,false,0.9
src.fema.are-you-ready.2004,seg_000048,34,35,Water,seg_000048,emergency.water-storage,skill_guide,emergency_preparedness,"",deployment,"","Guidelines for storing water for emergency situations, including recommended quantities, storage containers, and sanitization procedures.",water storage|emergency preparedness|sanitization,store at least one gallon of water per person per day|use commercially bottled water or food-grade containers|sanitize containers with bleach solution,commercially bottled water|food-grade water storage containers|non-scented liquid household chlorine bleach,using improper containers|inadequate sanitization,"",availability of commercially bottled water|local climate conditions,false,false,0.95
src.fema.are-you-ready.2004,seg_000049,35,36,Food,seg_000049,emergency.food-supply-preparation,reference_sheet,emergency,"",planning,"","Guidelines for preparing food supplies for emergencies, focusing on non-perishable items and special dietary needs.",non-perishable food|special dietary needs|manual can opener,avoid foods that make you thirsty|stock non-refrigerated items|include manual can opener,manual can opener,including foods that require refrigeration or cooking,"",availability of local food supplies|cultural dietary preferences,false,false,0.95
src.fema.are-you-ready.2004,seg_000050,36,36,Basic Disaster Supplies Kit,seg_000050,emergency-preparedness.basic-disaster-supplies-kit,reference_sheet,emergency-preparedness,"",concept,"","A reference sheet detailing the recommended items for a basic disaster supplies kit, including food, water, clothing, and other essentials.",disaster preparedness|emergency supplies,assemble supplies|consider climate needs|account for family changes,non-perishable food|water|battery-powered radio|flashlight|first aid kit|sanitation items|matches|whistle|clothing|cash,incomplete kit|expired supplies|inadequate clothing for climate,"",climate considerations|family-specific needs,false,false,0.95
src.fema.are-you-ready.2004,seg_000051,37,37,Maintaining Your Disaster Supplies Kit,seg_000051,emergency-preparedness.disaster-supplies-maintenance,skill_guide,emergency-preparedness,"",maintenance,"",Guidelines for maintaining a disaster supplies kit to ensure safety and readiness.,disaster preparedness|supplies maintenance,"store canned foods in a cool, dry place|use airtight containers for boxed food|discard damaged canned goods|rotate food supplies|update kit annually",plastic or metal containers|airtight plastic bags|storage containers like trashcan or backpack,food spoilage|pest infestation|outdated supplies,"",climate considerations|family size changes,false,false,0.95
src.fema.are-you-ready.2004,seg_000052,38,39,1.4 Shelter,seg_000052,emergency.sheltering-strategies,concept_note,emergency,"",concept,"","This section discusses strategies for taking shelter during disasters, including choosing safe locations based on specific hazards, and managing supplies and behavior in mass care shelters.",sheltering|hazard-specific safety|mass care facilities,choose safe shelter location|bring disaster supplies kit|cooperate with shelter managers,disaster supplies kit|radio,choosing unsafe shelter location|lack of cooperation in shelters,no alcoholic beverages or weapons|restricted smoking,shelter location based on local hazards,false,false,0.95
src.fema.are-you-ready.2004,seg_000053,39,40,Managing Water,seg_000053,emergency.water-management,skill_guide,emergency,"",deployment,"","Guidelines for managing water during emergencies, including consumption needs, avoiding contamination, and accessing stored water.",water consumption needs|water rationing|contaminated water treatment|water source protection,Allow people to drink according to their needs|Never ration water unless ordered|Drink uncontaminated water first|Avoid carbonated beverages|Turn off main water valves,water valves|hot-water tank,dehydration|contaminated water consumption,Do not drink less than one quart of water daily|Ensure water is treated if suspicious,availability of water treatment methods|local water contamination reports,false,false,0.95
