source_id,section_id,start_page,end_page,heading_path,segment_ids,candidate_slug,candidate_type,primary_domain,secondary_domains,stage,contexts,summary,key_concepts,key_actions,tools_materials,failure_modes,safety_boundaries,local_adaptation_signals,needs_split,needs_merge,confidence
src.osha.3075.controlling-electrical-hazards,seg_000014,13,14,"Why do people sometimes ""freeze"" when they are shocked?",seg_000014,safety.electrical-shock-freezing-effect,concept_note,safety,"",concept,"","Explains the 'freezing' effect during electrical shocks, where muscle contractions prevent the person from pulling away, increasing exposure time and risk of injury.",electrical shock|muscle contraction|freezing effect|exposure time|injury risk,"","",increased exposure time|involuntary muscle reactions,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000015,14,14,"What should you do if someone ""freezes"" to a live electrical contact?",seg_000015,safety.electrical-contact-response,safety_notice,safety,"",draft,"","Guidelines for responding to a person 'frozen' to a live electrical contact, emphasizing immediate action and personal safety.",electrical safety|emergency response,shut off current|use nonconducting materials to separate person from contact,boards|poles|sticks made of wood,electrocution|shock,avoid direct contact with live electrical source,"",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000016,14,14,How can you tell if a shock is serious?,seg_000016,safety.electrical-shock-response,safety_notice,safety,"",awareness,"",Guidance on recognizing the seriousness of an electrical shock and the need for immediate medical attention.,seriousness of electrical shock|internal injuries|immediate medical help,seek emergency medical help,"",underestimating shock severity|delayed medical response,immediate medical evaluation,"",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000017,15,15,What is the danger of static electricity?,seg_000017,safety.static-electricity-hazards,concept_note,safety,"",concept,"","This section explains the dangers of static electricity, including the potential for shocks and explosions when static discharge occurs near flammable substances. Grounding and other preventive measures are discussed.",static electricity|shock|discharge|grounding,identify static electricity sources|implement grounding measures,grounding equipment,static discharge causing explosion,ensure proper grounding,variation in humidity levels|types of materials handled,false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000018,16,16,Protection Against Electrical Hazards,seg_000018,safety.protection-against-electrical-hazards,reference_sheet,safety,"",concept,"",Guidelines and measures for protecting against electrical hazards.,electrical hazards|protection measures,identify hazards|implement protection measures,insulated tools|protective equipment,inadequate protection|failure to identify hazards,ensure proper insulation|maintain safe distances,availability of protective equipment|local electrical standards,false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000019,16,16,What is the best way to protect yourself against electrical hazards?,seg_000019,safety.electrical-hazard-protection,reference_sheet,safety,"",concept,"","This section outlines the primary causes of electrical accidents and suggests methods to prevent them, including insulation, guarding, grounding, electrical protective devices, and safe work practices.",electrical hazards|accident prevention,use insulation|implement guarding|ensure grounding|apply electrical protective devices|practice safe work methods,insulation materials|guarding equipment|grounding tools|protective devices,unsafe equipment|unsafe environment|unsafe work practices,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000020,16,16,What protection does insulation provide?,seg_000020,electrical.insulation-protection,concept_note,electrical,"",concept,"","Insulation materials like glass, mica, rubber, or plastic are used to coat conductors to prevent electrical shock, fires, and short circuits. The effectiveness of insulation depends on its suitability for the voltage and environmental conditions.",insulation|electrical safety|shock prevention|fire prevention,"",glass|mica|rubber|plastic,insulator failure due to unsuitable voltage|environmental degradation,"",environmental conditions|voltage suitability,false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000021,16,17,How do you identify different types of insulation?,seg_000021,electrical.identifying-insulation-types,reference_sheet,electrical,"",mapping,"","This section provides guidelines on identifying different types of insulation on electrical conductors, including color coding and regulatory requirements.",insulation color coding|grounded conductors|ungrounded conductors|regulatory requirements,check insulation for defects|ensure insulation suitability for voltage and conditions,"",exposed wires|insulation damage,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000022,17,17,What is guarding and what protection does it offer?,seg_000022,safety.electrical-guarding,concept_note,safety,"",concept,"","Guarding involves enclosing electric equipment to prevent accidental contact with live parts, requiring restricted access to authorized personnel only.",guarding|electrical safety|authorized personnel,locate or enclose electric equipment|post conspicuous signs,"sturdy permanent screens|signs with 'Danger', 'Warning', or 'Caution'",unauthorized access|inadequate signage,equipment operating at 50 volts or more,location-specific signage requirements,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000023,18,18,What is grounding and what protection does it offer?,seg_000023,safety.grounding-electrical-systems,concept_note,safety,"",concept,"",Grounding is a safety measure that creates a low-resistance path to the earth to prevent voltage buildup and reduce the risk of electrical accidents. It is a secondary protective measure against electric shock.,grounding|low-resistance path|electric shock prevention|service ground|equipment ground,"","",electric shock|equipment damage,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000024,19,19,What are circuit protection devices and how do they work?,seg_000024,safety.circuit-protection-devices,concept_note,safety,"",concept,"","Circuit protection devices automatically limit or stop current flow in the event of faults. Examples include fuses, circuit breakers, GFCIs, and arc-fault interrupters.",circuit protection|ground fault|overload|short circuit,limit current flow|stop current flow|open circuit,fuses|circuit breakers|GFCIs|arc-fault interrupters,overheating|ground fault,"","",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000025,20,20,What work practices help protect you against electrical hazards?,seg_000025,safety.electrical-hazard-prevention,skill_guide,safety,"",deployment,"","This skill guide outlines safe work practices to prevent electrical accidents, including deenergizing equipment, maintaining tools, exercising caution near energized lines, and using protective equipment.",electrical safety|preventive measures,deenergize equipment|maintain tools|exercise caution|use protective equipment,protective equipment|maintenance tools,failure to deenergize|improper tool maintenance,Subpart S of 29 CFR Part 1910|Subpart K of 29 CFR Part 1926,"",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000026,20,21,How can you protect yourself against metal parts that become energized?,seg_000026,safety.protect-against-energized-metal-parts,skill_guide,safety,"",deployment,"",Guidance on protecting against electrical hazards from energized metal parts using grounding conductors and double insulation.,energized metal parts|electrical shock|grounding conductor|double insulation,establish low-resistance path to ground|use equipment with grounding conductor|use double insulated tools,equipment grounding conductor|three-prong plug|double insulated tools,electric shock|burn|electrocution,"","",false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000027,21,21,How can you prevent an accidental or unexpected equipment startup?,seg_000027,safety.lockout-tagout-procedures,skill_guide,safety,"",deployment,general industry|construction,"Guidelines for implementing lockout/tagout procedures to prevent accidental or unexpected startup of electrical equipment, ensuring it is deenergized before repair or inspection.",lockout/tagout procedures|electrical safety|OSHA standards,turn off current at switch box|padlock switch in OFF position|tag switch or controls|issue individual lock and key,padlocks|tags,accidental startup|electrocution|shock,only qualified electricians should maintain equipment|no two locks should match,specific lockout/tagout procedures for different industries,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000028,22,22,How can you protect yourself from overhead power lines?,seg_000028,safety.overhead-power-line-protection,safety_notice,safety,"",guidance,"","Guidelines for maintaining safety when working near overhead power lines, including maintaining safe distances and grounding equipment.",overhead power lines|safe distance|grounding equipment|deenergizing lines|insulating lines,maintain safe distance|ground equipment|deenergize lines|insulate lines,cranes|insulating materials,accidental contact with power lines|equipment becoming energized,10 feet distance for unqualified employees|additional clearance for high voltage,voltage level adjustments|equipment reach considerations,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000029,23,23,What protection does personal equipment offer?,seg_000029,safety.personal-protective-equipment-electrical,reference_sheet,safety,"",concept,"","Guidance on personal protective equipment for employees working with electricity, including types of equipment and their role in reducing electrical accident risks.",personal protective equipment|electrical safety,use appropriate PPE for electrical work,rubber insulating gloves|hoods|sleeves|matting|blankets|line hose|industrial protective helmets,inadequate PPE leading to electric shock,ensure PPE is properly rated for electrical work,availability of PPE|local electrical safety regulations,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000030,23,23,What role do tools play?,seg_000030,safety.tool-maintenance-electrical-hazards,skill_guide,safety,"",deployment,"","Guidance on maintaining tools to prevent electrical hazards, including regular checks and handling procedures for tools used with energized conductors.",tool maintenance|electrical hazards|safety checks,maintain tools regularly|check tools before use|remove defective tools from service,tools designed for electrical work,using defective tools|tools not designed for voltage exposure,"","",false,false,0.9
src.osha.3075.controlling-electrical-hazards,seg_000031,23,23,What special training do employees need?,seg_000031,safety.electrical-hazard-training,skill_guide,safety,"",training,"","Guidelines for training employees on electrical safety procedures, emphasizing deenergizing equipment, lockout/tagout procedures, using insulating protective equipment, and maintaining safe distances.",electrical safety|deenergizing equipment|lockout/tagout procedures|insulating protective equipment|safe distance,train employees on deenergizing equipment|implement lockout/tagout procedures|use insulating protective equipment|maintain safe distance from energized parts,insulating protective equipment|lockout/tagout devices,failure to deenergize equipment|improper lockout/tagout|inadequate use of protective equipment|insufficient distance from energized parts,ensure equipment is deenergized|use proper lockout/tagout procedures,adapt training to specific job roles|consider local electrical safety regulations,false,false,0.95
src.osha.3075.controlling-electrical-hazards,seg_000032,24,24,What's the value of a safety and health program in controlling electrical hazards?,seg_000032,safety.electrical-hazard-control-program,concept_note,safety,"",concept,"","The section discusses the importance of a safety and health program in controlling electrical hazards, emphasizing the need for knowledgeable personnel and cooperative efforts between employers and employees.",safety and health program|electrical hazards|OSHA standards,identify electrical hazards|eliminate or control hazards,"",lack of knowledge|inadequate hazard control,"",knowledge of local OSHA standards,false,false,0.9
